booking_id,flight_id,customer_id,booking_date,cabin,price_brl,channel,feedback_text
2105,960,423,2025-06-03,Economy,1745.83,site,
2106,1927,82,2025-12-08,Economy,1095.45,agencia,
2107,4980,321,2026-02-09,Economy,1490.49,app,"Aeronave nova e limpa, gostei bastante."
2108,3688,307,2025-07-12,Economy,1039.68,app,
2109,2210,188,2025-10-16,Economy,1170.62,site,
2110,405,269,2026-02-14,Economy,800.65,agencia,
2111,4432,48,2025-11-10,Economy,313.02,agencia,
2112,4826,492,2026-03-08,Economy,1655.86,app,"Comissários muito gentis, voo perfeito."
2113,2843,2,2025-12-01,Economy,2485.07,app,Atendimento de primeira no balcão.
2114,945,31,2026-01-13,Economy,263.08,app,Atendimento de primeira no balcão.
2115,2671,310,2025-09-29,Economy+,596.42,app,Tripulação despreparada para lidar com atraso.
2116,4745,140,2025-09-21,Economy,1408.59,app,Tripulação despreparada para lidar com atraso.
2117,3561,198,2025-12-02,Economy,651.33,site,
2118,4179,55,2026-03-31,Economy,1671.09,site,"Perderam minha mala, péssimo atendimento."
2119,4571,448,2025-07-21,Business,6227.83,site,"Excelente experiência, embarque rápido."
2120,3804,21,2026-04-11,Economy+,2311.89,site,
2121,1054,128,2026-03-15,Economy,1636.4,site,"Voo dentro do esperado, sem problemas."
2122,953,85,2025-04-19,Economy,1256.22,agencia,"Pontual e confortável, recomendo!"
2123,4120,441,2026-03-01,Economy,1530.32,app,"Voo dentro do esperado, sem problemas."
2124,1139,412,2025-05-12,Economy,1481.08,app,"Tudo ok, nada demais a comentar."
2125,2444,448,2025-11-04,Economy,2315.55,app,
2126,523,131,2026-04-06,Economy+,2298.54,agencia,"Perderam minha mala, péssimo atendimento."
2127,4813,490,2026-04-03,Economy,807.33,app,
2128,3065,75,2025-11-20,Economy,1656.9,site,
2129,4769,500,2025-04-23,Economy+,718.12,app,
2130,3982,183,2025-12-13,Economy,325.88,app,"Voo tranquilo, tripulação muito atenciosa."
2131,2628,247,2025-12-19,Economy,826.17,agencia,"Aeronave nova e limpa, gostei bastante."
2132,1073,143,2026-03-22,Economy+,519.25,app,"Cumpriu o prometido, foi razoável."
2133,350,346,2025-07-31,Economy,2223.68,app,"Pontual e confortável, recomendo!"
2134,1199,236,2025-12-06,Economy+,2763.28,app,"Comissários muito gentis, voo perfeito."
2135,3437,1,2026-03-01,Economy,443.21,app,"Padrão de companhia aérea, normal."
2136,552,429,2025-05-21,Economy,2308.99,app,
2137,2130,481,2026-02-12,Economy+,700.51,agencia,
2138,4513,66,2025-11-04,Economy,733.52,app,"Voo tranquilo, tripulação muito atenciosa."
2139,1825,23,2025-09-25,Economy+,1087.1,app,
2140,770,279,2025-08-07,Economy+,2098.41,app,
2141,2787,207,2026-01-05,Economy,1047.58,agencia,
2142,3775,174,2026-01-12,Economy,652.86,app,
2143,4610,78,2025-12-25,Economy,1426.46,agencia,
2144,4268,240,2026-01-10,Economy,1097.88,site,"Comissários muito gentis, voo perfeito."
2145,1087,83,2026-01-06,Economy,1663.13,site,"Voo tranquilo, tripulação muito atenciosa."
2146,4194,80,2025-06-08,Business,6760.3,agente,
2147,718,460,2026-02-10,Business,6431.04,app,
2148,1598,149,2025-08-03,Economy+,423.59,site,
2149,2181,358,2026-03-16,Economy,1680.92,app,Embarque caótico e sem organização.
2150,4768,387,2026-02-05,Economy,1648.75,app,"Perderam minha mala, péssimo atendimento."
2151,1117,23,2026-04-03,Economy,480.72,agencia,
2152,3641,175,2025-10-20,Economy,1550.28,site,
2153,388,479,2026-01-19,Economy,1659.24,app,
2154,3155,160,2026-03-12,Business,1814.21,app,
2155,3700,321,2025-12-27,Economy,885.38,app,"Excelente experiência, embarque rápido."
2156,72,430,2025-06-24,Business,2871.0,site,
2157,3515,323,2025-09-03,Economy,2594.83,site,
2158,4086,472,2025-05-08,Economy+,2436.69,app,"Voo tranquilo, tripulação muito atenciosa."
2159,940,16,2025-11-04,Economy+,1641.12,app,
2160,384,160,2026-01-02,Economy,305.77,app,Embarque caótico e sem organização.
2161,171,103,2025-09-11,Economy+,562.37,app,
2162,4337,118,2026-02-09,Economy,302.54,site,
2163,1486,158,2026-03-30,Economy,1943.59,agencia,
2164,3570,183,2025-06-04,Economy,1729.73,app,
2165,4540,291,2025-06-15,Economy,1064.5,app,"Padrão de companhia aérea, normal."
2166,2124,233,2026-04-25,Economy,306.22,agencia,
2167,4173,136,2025-07-02,Economy+,2181.15,agencia,"Excelente experiência, embarque rápido."
2168,2184,348,2025-11-02,Economy,496.47,app,"Cheguei antes do horário, parabéns Befly."
2169,3237,399,2026-01-06,Economy+,2496.45,app,"Voo dentro do esperado, sem problemas."
2170,1451,61,2025-12-30,Economy,192.83,site,"Perderam minha mala, péssimo atendimento."
2171,455,246,2026-04-30,Economy,1398.62,app,Tripulação despreparada para lidar com atraso.
2172,3304,403,2026-03-20,Economy,1312.77,site,
2173,2643,136,2025-11-11,Economy,1815.37,agencia,
2174,916,429,2025-07-22,Economy,1697.47,app,
2175,1784,31,2026-04-19,Business,7283.19,app,
2176,3237,83,2026-02-11,Economy,1177.51,agencia,Tripulação despreparada para lidar com atraso.
2177,4911,45,2025-11-14,Economy,1489.26,agencia,
2178,4624,422,2025-05-26,Economy,1416.56,agencia,
2179,4099,156,2025-09-15,Economy,1154.6,app,
2180,2833,49,2025-12-26,Economy,1126.71,app,"Cumpriu o prometido, foi razoável."
2181,3334,83,2025-10-24,Economy,2522.72,site,
2182,1452,159,2026-04-02,Economy+,662.47,agencia,
2183,3355,445,2025-12-25,Business,3254.81,agente,
2184,2810,105,2026-04-15,Economy,1578.53,app,
2185,2634,167,2025-10-25,Economy,1435.24,app,"Excelente experiência, embarque rápido."
2186,4270,332,2025-05-30,Economy,276.54,app,
2187,2008,29,2026-01-22,Economy,1465.18,app,
2188,1242,365,2025-06-16,Economy,1818.89,app,"Perderam minha mala, péssimo atendimento."
2189,4851,225,2025-10-13,Economy+,2375.54,site,
2190,4528,85,2026-04-12,Economy,1802.43,app,"Voo tranquilo, tripulação muito atenciosa."
2191,3940,250,2025-11-16,Economy,513.49,site,
2192,4897,180,2025-08-21,Economy,843.92,app,
2193,425,61,2025-12-14,Economy,973.6,agencia,
2194,3519,298,2025-11-27,Economy,379.25,site,"Padrão de companhia aérea, normal."
2195,1725,323,2026-01-09,Economy,350.32,app,
2196,4046,93,2025-11-14,Economy+,1855.89,app,"Comissários muito gentis, voo perfeito."
2197,4519,430,2025-10-20,Economy+,1677.41,app,
2198,3010,8,2025-07-31,Business,2678.21,site,"Voo tranquilo, tripulação muito atenciosa."
2199,4592,258,2025-10-01,Economy+,670.42,agencia,
2200,4580,375,2026-02-07,Economy,1563.28,site,"Voo tranquilo, tripulação muito atenciosa."
2201,2790,482,2026-03-21,Economy+,3468.62,site,
2202,263,161,2025-11-09,Economy,1440.73,app,
2203,1914,335,2025-07-11,Economy,445.96,app,"Cheguei antes do horário, parabéns Befly."
2204,240,24,2025-10-28,Business,6990.16,site,"Aeronave nova e limpa, gostei bastante."
2205,2407,412,2025-08-05,Economy,2531.75,site,
2206,3881,376,2026-02-19,Economy,904.15,agencia,Cobraram bagagem extra que estava dentro do limite.
2207,2852,396,2025-11-07,Economy,358.02,app,
2208,4283,145,2026-03-27,Economy,416.99,app,"Pontual e confortável, recomendo!"
2209,4197,441,2025-10-31,Economy+,1924.51,app,"Voo dentro do esperado, sem problemas."
2210,3282,313,2026-01-03,Economy+,1278.49,app,"Voo tranquilo, tripulação muito atenciosa."
2211,3261,284,2026-04-21,Economy,831.15,site,Embarque caótico e sem organização.
2212,94,400,2025-05-30,Economy,717.45,app,"Perderam minha mala, péssimo atendimento."
2213,2576,336,2026-01-09,Economy,1459.97,agencia,
2214,3114,252,2025-12-25,Economy+,348.46,app,"Cumpriu o prometido, foi razoável."
2215,3344,377,2025-08-13,Economy+,2814.82,app,
2216,831,194,2025-12-15,Economy,888.13,agencia,
2217,4243,189,2025-11-26,Economy+,875.33,app,"Pontual e confortável, recomendo!"
2218,4278,253,2026-05-03,Economy,444.96,app,"Padrão de companhia aérea, normal."
2219,1672,89,2026-02-14,Economy,567.21,app,
2220,4561,268,2026-04-12,Economy,1476.77,site,"Perderam minha mala, péssimo atendimento."
2221,695,46,2025-07-28,Economy,499.08,site,Cancelaram o voo sem reacomodação adequada.
2222,4589,48,2025-09-29,Economy,636.19,app,"Cheguei antes do horário, parabéns Befly."
2223,4102,29,2025-11-03,Economy,449.15,app,
2224,3915,384,2025-08-16,Economy,1180.19,app,
2225,2974,230,2026-03-28,Economy,374.06,app,"Aeronave nova e limpa, gostei bastante."
2226,2537,348,2025-07-09,Economy,997.52,site,
2227,2394,205,2026-03-04,Economy,2063.34,agencia,
2228,1428,293,2025-07-08,Economy,1475.6,site,
2229,3586,500,2025-06-02,Economy,1122.68,site,
2230,2267,180,2025-07-21,Economy,1628.96,agencia,"Voo tranquilo, tripulação muito atenciosa."
2231,167,353,2026-02-15,Business,1257.54,app,
2232,2282,1,2026-03-03,Economy+,1722.99,app,Aeronave suja e ar condicionado quebrado.
2233,2261,317,2025-09-02,Economy,1382.0,site,Cancelaram o voo sem reacomodação adequada.
2234,2163,147,2025-08-06,Economy,531.09,agencia,
2235,147,429,2025-09-14,Economy,790.81,site,Aeronave suja e ar condicionado quebrado.
2236,134,8,2025-12-29,Economy,2520.78,site,
2237,4525,72,2025-08-01,Economy,1605.01,app,"Voo tranquilo, tripulação muito atenciosa."
2238,1483,488,2026-05-09,Economy,271.28,app,
2239,2624,420,2025-06-02,Economy+,2559.75,agencia,Aeronave suja e ar condicionado quebrado.
2240,1177,116,2026-02-09,Economy,274.5,agencia,"Comissários muito gentis, voo perfeito."
2241,668,131,2025-11-28,Economy,2096.17,app,"Excelente experiência, embarque rápido."
2242,1570,65,2025-09-24,Economy,2212.45,app,"Voo dentro do esperado, sem problemas."
2243,4646,228,2026-01-07,Economy,2182.93,site,Atendimento de primeira no balcão.
2244,909,123,2026-01-29,Economy,3150.49,site,
2245,2825,339,2025-12-24,Economy+,512.39,app,
2246,2164,265,2025-09-23,Economy,1302.24,site,
2247,1355,466,2026-04-29,Economy,2044.91,agencia,"Voo dentro do esperado, sem problemas."
2248,2074,264,2025-07-02,Economy+,1058.46,site,
2249,1189,376,2026-04-10,Economy+,1787.06,agencia,Embarque caótico e sem organização.
2250,4512,127,2025-12-31,Economy,1811.63,app,
2251,3957,390,2025-12-26,Business,1904.29,site,
2252,2599,240,2026-02-13,Economy,1485.27,agencia,
2253,4832,495,2026-03-14,Economy,1377.54,agencia,Cancelaram o voo sem reacomodação adequada.
2254,3579,305,2025-05-23,Economy,2365.72,app,"Pontual e confortável, recomendo!"
2255,4297,62,2026-01-26,Economy,2468.51,app,"Tudo ok, nada demais a comentar."
2256,295,451,2026-02-09,Economy+,839.73,app,"Cumpriu o prometido, foi razoável."
2257,949,446,2025-12-10,Economy,1143.69,app,
2258,187,33,2025-06-20,Economy,2081.28,app,
2259,2411,246,2026-04-18,Economy,560.27,app,"Padrão de companhia aérea, normal."
2260,4955,405,2025-08-30,Economy+,3873.38,app,
2261,4000,322,2025-08-11,Economy,766.02,site,"Voo tranquilo, tripulação muito atenciosa."
2262,1358,147,2025-11-30,Economy,1342.59,site,Voo atrasou 3 horas e nenhuma comunicação foi feita.
2263,989,460,2026-03-08,Economy,1195.32,site,Cobraram bagagem extra que estava dentro do limite.
2264,1606,316,2025-11-09,Economy,1632.83,app,"Tudo ok, nada demais a comentar."
2265,2208,106,2025-07-15,Economy+,1016.79,site,
2266,237,407,2025-12-09,Economy,1760.92,site,
2267,2990,290,2025-09-02,Business,5209.02,app,
2268,3941,269,2025-07-25,Economy,628.6,site,
2269,772,323,2025-11-29,Economy,254.84,agencia,
2270,1610,465,2025-08-31,Economy+,1961.12,agencia,
2271,4468,202,2025-05-19,Economy,449.45,site,Embarque caótico e sem organização.
2272,2246,301,2025-10-04,Economy,1185.28,app,"Padrão de companhia aérea, normal."
2273,3608,399,2025-08-24,Economy,787.02,app,
2274,4305,254,2025-08-21,Economy,1133.16,agencia,"Voo tranquilo, tripulação muito atenciosa."
2275,3895,475,2025-07-11,Economy+,2916.54,agencia,"Aeronave nova e limpa, gostei bastante."
2276,2817,432,2026-04-28,Economy,1824.34,agencia,Aeronave suja e ar condicionado quebrado.
2277,988,359,2026-03-31,Economy,754.67,app,Tripulação despreparada para lidar com atraso.
2278,3785,225,2026-01-02,Economy,857.12,app,Conexão sem stress e bagagem chegou junto.
2279,4685,261,2026-02-28,Economy,760.11,app,
2280,2715,327,2025-08-12,Economy,2461.33,site,
2281,4375,489,2026-03-11,Economy+,1019.63,app,Embarque caótico e sem organização.
2282,3282,404,2026-01-30,Economy,1198.35,site,
2283,2668,124,2026-02-19,Economy+,2251.67,agencia,"Perderam minha mala, péssimo atendimento."
2284,3950,436,2026-02-03,Economy,266.24,agencia,
2285,3905,328,2026-04-23,Economy,899.38,site,
2286,1524,163,2025-08-14,Economy,909.55,app,
2287,2116,333,2025-11-17,Economy+,1548.66,site,
2288,1314,228,2026-01-29,Economy+,1103.94,agente,"Padrão de companhia aérea, normal."
2289,3766,473,2026-03-05,Economy,514.83,app,
2290,4657,395,2025-09-25,Economy,1328.06,app,Embarque caótico e sem organização.
2291,3515,312,2025-08-16,Economy+,2797.55,app,
2292,4957,439,2025-12-26,Economy+,1620.44,app,Conexão sem stress e bagagem chegou junto.
2293,4917,36,2026-04-19,Economy,807.48,agencia,"Cumpriu o prometido, foi razoável."
2294,4550,58,2026-01-08,Economy,179.08,app,
2295,837,312,2026-03-05,Economy,2199.61,site,"Padrão de companhia aérea, normal."
2296,1502,409,2026-02-11,Economy,2485.18,app,
2297,1087,30,2026-01-10,Economy,910.96,site,"Pontual e confortável, recomendo!"
2298,965,79,2025-06-09,Economy,586.14,site,
2299,1690,14,2025-08-09,Business,7455.68,site,
2300,1770,449,2025-12-25,Economy,936.4,app,"Cheguei antes do horário, parabéns Befly."
2301,834,366,2025-09-28,Economy,1336.07,site,
2302,2674,35,2026-04-15,Economy,1215.77,agencia,"Padrão de companhia aérea, normal."
2303,4202,173,2025-09-21,Economy+,1716.25,app,
2304,2843,325,2025-11-01,Economy+,4692.92,site,"Voo tranquilo, tripulação muito atenciosa."
2305,3784,187,2026-03-31,Economy,1162.89,agente,Conexão sem stress e bagagem chegou junto.
2306,2783,242,2025-04-12,Economy,623.54,app,
2307,964,339,2025-10-05,Economy+,1429.21,app,
2308,4671,415,2025-08-29,Economy+,2083.42,app,"Aeronave nova e limpa, gostei bastante."
2309,2706,129,2025-06-05,Economy,2564.49,app,"Cumpriu o prometido, foi razoável."
2310,4262,98,2025-11-03,Economy,1795.73,agencia,
2311,3283,219,2025-07-17,Economy,1323.64,agencia,
2312,3824,369,2026-03-29,Economy,1096.59,app,
2313,1782,205,2026-01-02,Economy,455.37,app,
2314,1494,305,2026-04-09,Economy+,4011.39,app,
2315,4282,144,2026-01-01,Economy,2585.25,app,
2316,2688,366,2026-03-15,Economy,1339.97,agente,
2317,672,340,2025-11-22,Economy+,1229.52,agencia,
2318,1988,474,2025-11-02,Economy,473.72,app,"Voo tranquilo, tripulação muito atenciosa."
2319,2154,118,2025-10-24,Economy,926.82,app,
2320,3458,476,2025-07-27,Economy,2566.92,site,
2321,626,387,2025-11-19,Economy,2146.12,agencia,
2322,411,271,2026-02-09,Economy,435.7,app,
2323,1594,455,2025-12-03,Economy,2123.33,agencia,
2324,4219,326,2025-07-18,Economy,1628.48,app,
2325,3890,100,2026-03-26,Economy,591.8,app,Cobraram bagagem extra que estava dentro do limite.
2326,2337,459,2026-04-11,Economy+,1841.29,app,Cobraram bagagem extra que estava dentro do limite.
2327,4158,343,2026-02-09,Economy,988.55,agencia,
2328,1366,438,2025-07-11,Economy,1596.35,agencia,
2329,1232,243,2026-01-02,Economy,362.13,site,
2330,4625,276,2025-06-28,Economy,504.0,app,"Excelente experiência, embarque rápido."
2331,2669,131,2026-04-15,Economy,369.48,site,
2332,321,205,2026-01-20,Economy,1597.66,site,Aeronave suja e ar condicionado quebrado.
2333,2695,356,2025-12-18,Economy,1900.74,app,"Tudo ok, nada demais a comentar."
2334,2158,298,2025-10-21,Economy,357.66,app,
2335,4110,411,2025-07-25,Business,1199.06,app,Embarque caótico e sem organização.
2336,1701,133,2026-02-05,Economy,533.58,site,"Voo tranquilo, tripulação muito atenciosa."
2337,1243,433,2026-03-23,Business,4574.04,app,
2338,3354,435,2025-06-28,Economy,747.36,site,"Padrão de companhia aérea, normal."
2339,4755,458,2025-06-25,Economy,827.66,agencia,"Cumpriu o prometido, foi razoável."
2340,1211,443,2025-10-19,Economy,450.57,site,
2341,1263,69,2026-01-22,Economy+,1475.44,agencia,
2342,4797,457,2025-05-22,Business,3573.4,site,
2343,953,193,2025-05-26,Economy,1453.01,site,"Comissários muito gentis, voo perfeito."
2344,397,392,2025-07-21,Economy,2682.62,app,"Padrão de companhia aérea, normal."
2345,162,277,2025-11-21,Economy,1965.24,app,
2346,79,234,2026-01-13,Economy+,3919.28,app,Aeronave suja e ar condicionado quebrado.
2347,2613,438,2025-12-18,Economy,289.03,app,"Cumpriu o prometido, foi razoável."
2348,245,430,2025-10-13,Business,1888.22,app,Cancelaram o voo sem reacomodação adequada.
2349,4597,376,2025-08-01,Economy,1098.35,site,"Tudo ok, nada demais a comentar."
2350,3719,346,2026-01-23,Economy+,2856.26,app,Atendimento de primeira no balcão.
2351,4307,149,2026-04-05,Economy,1021.27,agencia,
2352,2915,336,2026-04-05,Business,3019.52,app,
2353,4851,367,2025-09-08,Economy,981.17,agencia,
2354,62,43,2026-01-10,Economy,1679.59,site,"Atendimento por telefone é horrível, ninguém resolve."
2355,2376,497,2025-12-05,Economy,680.55,site,"Cheguei antes do horário, parabéns Befly."
2356,577,3,2026-04-25,Economy,1373.53,site,"Atendimento por telefone é horrível, ninguém resolve."
2357,3519,12,2025-10-18,Economy,286.4,app,"Pontual e confortável, recomendo!"
2358,3337,278,2025-06-26,Economy,1009.82,app,
2359,3536,161,2026-05-02,Economy,1528.26,app,
2360,1165,94,2025-12-27,Economy,1090.22,site,
2361,3769,46,2025-08-05,Economy,2410.65,app,
2362,3371,387,2025-10-09,Economy+,1230.97,app,
2363,4035,73,2026-04-07,Economy,1371.34,agencia,
2364,4717,342,2026-02-12,Economy,758.64,app,"Aeronave nova e limpa, gostei bastante."
2365,2492,238,2026-04-27,Economy,1991.75,app,
2366,3201,67,2025-11-30,Economy+,1638.88,app,Tripulação despreparada para lidar com atraso.
2367,2515,111,2026-02-12,Economy,2709.45,app,"Tudo ok, nada demais a comentar."
2368,3487,447,2025-07-08,Economy,1235.37,app,
2369,585,134,2025-12-16,Business,3909.99,app,
2370,2677,379,2025-09-21,Economy+,1993.22,app,"Voo dentro do esperado, sem problemas."
2371,4055,54,2025-10-07,Economy,1763.57,site,"Padrão de companhia aérea, normal."
2372,1773,112,2025-07-31,Economy,258.62,site,Tripulação despreparada para lidar com atraso.
2373,4751,430,2025-10-08,Economy,874.25,site,
2374,4315,201,2025-08-15,Economy,1368.78,app,
2375,3604,200,2025-08-15,Economy,1636.62,site,
2376,4763,90,2025-10-19,Economy,168.18,site,
2377,3615,160,2025-10-06,Economy,1460.03,site,"Voo dentro do esperado, sem problemas."
2378,2911,90,2025-12-14,Economy,1293.73,app,
2379,1488,383,2025-08-09,Economy,2172.98,site,
2380,1806,62,2025-06-02,Economy,952.9,app,
2381,3073,76,2026-03-16,Economy,355.22,app,"Tudo ok, nada demais a comentar."
2382,3826,103,2026-03-04,Economy,529.58,app,Embarque caótico e sem organização.
2383,3559,164,2025-08-26,Economy,821.66,agencia,"Padrão de companhia aérea, normal."
2384,3182,439,2025-05-09,Economy,463.43,app,"Tudo ok, nada demais a comentar."
2385,2006,365,2025-12-07,Economy+,2531.33,agencia,
2386,2556,327,2025-10-26,Economy,1411.71,agencia,
2387,3358,59,2025-11-06,Economy,1031.02,app,
2388,2844,486,2026-02-10,Economy,2905.12,app,
2389,1005,288,2026-01-21,Economy,1609.65,agencia,"Perderam minha mala, péssimo atendimento."
2390,4324,312,2025-09-03,Economy,223.04,site,
2391,65,422,2026-01-16,Economy,1481.54,site,"Padrão de companhia aérea, normal."
2392,1382,332,2025-06-20,Economy,1231.92,app,
2393,3945,214,2025-07-15,Economy,493.03,app,
2394,1028,377,2025-06-18,Economy,670.93,app,"Atendimento por telefone é horrível, ninguém resolve."
2395,11,355,2025-12-13,Economy,199.69,site,
2396,2019,65,2026-04-18,Business,6722.19,agente,"Tudo ok, nada demais a comentar."
2397,293,414,2025-10-12,Economy+,849.09,site,
2398,2059,490,2026-02-26,Economy,1652.27,app,
2399,2293,431,2025-07-31,Economy,2923.08,site,
2400,546,290,2025-12-27,Economy,1803.23,app,
2401,2419,186,2025-06-03,Economy,904.32,app,"Perderam minha mala, péssimo atendimento."
2402,3632,2,2025-11-15,Economy,402.38,app,
2403,176,478,2026-05-09,Economy,823.28,agencia,
2404,3956,57,2025-09-02,Economy,1532.48,site,
2405,907,98,2025-07-03,Economy,1166.36,agencia,
2406,69,399,2025-12-10,Economy+,1028.82,agente,
2407,2841,342,2026-02-12,Economy,2413.5,app,
2408,3961,194,2025-12-04,Economy,825.53,agencia,
2409,1037,172,2026-04-20,Economy,916.39,site,
2410,2875,456,2025-07-31,Economy,1434.85,app,
2411,536,376,2025-11-08,Economy,1612.77,site,Voo atrasou 3 horas e nenhuma comunicação foi feita.
2412,2267,152,2025-07-23,Economy+,1882.58,app,"Tudo ok, nada demais a comentar."
2413,2834,139,2025-07-12,Economy+,2042.66,app,
2414,3738,65,2025-08-11,Business,5028.14,site,Tripulação despreparada para lidar com atraso.
2415,2724,435,2025-11-11,Economy+,988.94,app,
2416,2143,334,2026-03-15,Economy,535.84,app,
2417,1800,476,2025-10-26,Economy+,2580.91,agencia,
2418,1333,94,2025-09-12,Economy,2147.05,site,
2419,275,376,2025-05-25,Economy,292.35,site,
2420,387,97,2025-12-12,Economy,1250.02,site,
2421,1722,184,2025-04-24,Economy,1529.0,app,
2422,3301,194,2026-04-22,Economy,446.58,app,Cobraram bagagem extra que estava dentro do limite.
2423,2492,316,2026-05-23,Economy,2310.49,site,"Aeronave nova e limpa, gostei bastante."
2424,1802,364,2025-11-16,Economy+,2475.25,app,
2425,4887,200,2025-05-12,Economy,1865.99,app,
2426,727,258,2026-01-03,Economy,1280.84,app,Embarque caótico e sem organização.
2427,2453,95,2025-10-04,Economy,1194.32,app,
2428,3106,262,2025-08-12,Economy,2310.0,app,
2429,4702,59,2025-07-13,Economy+,2821.19,app,Voo atrasou 3 horas e nenhuma comunicação foi feita.
2430,2215,253,2025-07-03,Economy,460.69,agencia,
2431,2241,500,2026-02-24,Economy+,1835.16,agente,"Voo dentro do esperado, sem problemas."
2432,2034,134,2025-09-25,Economy,296.74,site,"Padrão de companhia aérea, normal."
2433,2665,217,2025-04-28,Economy,1168.06,site,
2434,1751,434,2026-01-24,Economy,741.55,app,Voo atrasou 3 horas e nenhuma comunicação foi feita.
2435,3666,210,2025-10-29,Economy+,3344.36,app,
2436,4491,350,2025-11-21,Economy,1784.01,app,Cancelaram o voo sem reacomodação adequada.
2437,4752,432,2025-07-06,Economy,1591.91,app,
2438,827,414,2025-10-10,Economy,630.95,app,
2439,1308,314,2025-09-12,Economy,1052.59,site,Atendimento de primeira no balcão.
2440,4217,216,2026-04-08,Economy,2445.41,app,
2441,4307,470,2026-04-21,Economy,492.05,app,
2442,2075,129,2026-02-22,Economy,557.07,app,"Atendimento por telefone é horrível, ninguém resolve."
2443,3826,352,2026-04-10,Economy,470.66,site,
2444,172,180,2025-08-14,Economy,1209.73,site,
2445,4929,274,2026-02-20,Economy,986.77,agente,"Atendimento por telefone é horrível, ninguém resolve."
2446,655,160,2025-07-26,Economy,577.24,app,
2447,1364,269,2025-08-17,Economy,1531.19,agente,
2448,4585,60,2025-10-07,Economy,1179.61,site,
2449,956,19,2025-12-23,Economy,777.77,agencia,Cancelaram o voo sem reacomodação adequada.
2450,988,456,2026-02-21,Business,4711.87,app,"Atendimento por telefone é horrível, ninguém resolve."
2451,1868,52,2025-10-04,Economy,1895.96,app,
2452,433,138,2025-10-24,Economy,809.57,site,Conexão sem stress e bagagem chegou junto.
2453,1745,165,2025-05-31,Economy,1097.46,app,
2454,1301,114,2025-10-24,Economy,768.43,app,
2455,645,276,2025-10-04,Economy+,2449.42,site,Cancelaram o voo sem reacomodação adequada.
2456,1949,145,2025-05-29,Economy,2072.6,agencia,"Comissários muito gentis, voo perfeito."
2457,3211,75,2025-11-25,Economy,1634.43,app,"Comissários muito gentis, voo perfeito."
2458,2014,434,2025-08-28,Economy+,865.58,app,"Aeronave nova e limpa, gostei bastante."
2459,3543,83,2025-04-30,Economy,277.72,site,
2460,367,379,2026-01-27,Economy,1776.36,app,
2461,2291,264,2026-02-10,Business,2636.62,agencia,
2462,1003,223,2026-02-16,Economy,527.47,agencia,
2463,3601,270,2025-12-27,Economy,634.66,app,"Padrão de companhia aérea, normal."
2464,1714,22,2025-07-07,Economy,2513.6,agencia,Tripulação despreparada para lidar com atraso.
2465,177,127,2025-07-29,Economy,2508.28,site,
2466,3592,451,2026-03-15,Economy+,2455.93,app,Tripulação despreparada para lidar com atraso.
2467,3682,378,2026-01-19,Economy,941.57,app,
2468,4409,451,2025-05-11,Economy,1562.13,app,"Perderam minha mala, péssimo atendimento."
2469,2059,429,2026-03-23,Economy,1043.61,app,
2470,1719,201,2025-11-14,Business,1116.92,site,"Comissários muito gentis, voo perfeito."
2471,1152,453,2025-06-27,Economy,263.31,app,Aeronave suja e ar condicionado quebrado.
2472,4870,384,2025-06-27,Economy,1011.95,app,
2473,1761,256,2025-12-11,Economy,1369.43,app,
2474,4661,416,2025-05-05,Economy,2231.37,site,Cobraram bagagem extra que estava dentro do limite.
2475,1465,308,2025-08-22,Economy,1301.16,app,"Excelente experiência, embarque rápido."
2476,1714,228,2025-07-21,Economy,1615.35,app,Cancelaram o voo sem reacomodação adequada.
2477,4525,456,2025-08-21,Economy,2207.76,app,
2478,663,116,2025-05-26,Economy,1676.3,agencia,Embarque caótico e sem organização.
2479,2558,320,2025-08-29,Economy,388.73,app,Tripulação despreparada para lidar com atraso.
2480,114,353,2025-09-15,Economy,888.83,app,
2481,3736,383,2025-10-09,Economy+,2255.73,site,
2482,512,146,2025-12-10,Economy,897.04,app,"Aeronave nova e limpa, gostei bastante."
2483,2618,275,2025-12-12,Economy,448.24,app,
2484,4740,95,2025-05-31,Business,3533.34,site,
2485,4759,108,2026-04-16,Economy,387.3,agencia,Voo atrasou 3 horas e nenhuma comunicação foi feita.
2486,4243,353,2025-12-29,Economy+,622.99,app,
2487,4078,154,2025-12-13,Economy,479.49,app,Cancelaram o voo sem reacomodação adequada.
2488,4391,105,2025-08-23,Economy+,1555.09,app,Tripulação despreparada para lidar com atraso.
2489,4900,389,2026-01-11,Economy,1136.78,app,"Cumpriu o prometido, foi razoável."
2490,355,80,2025-05-18,Economy,1888.46,site,
2491,3066,225,2026-01-31,Economy,517.82,app,
2492,4736,361,2025-06-02,Economy,819.1,agencia,"Voo dentro do esperado, sem problemas."
2493,1250,436,2025-10-14,Economy,865.04,site,Atendimento de primeira no balcão.
2494,3085,391,2026-03-09,Economy,351.26,app,
2495,3835,404,2025-07-06,Economy+,3924.19,site,
2496,3504,325,2025-09-07,Economy,658.44,agencia,
2497,2469,88,2025-05-10,Economy,480.79,site,
2498,2529,33,2026-03-23,Economy,1918.18,agencia,
2499,1734,25,2026-03-11,Economy,281.48,app,"Padrão de companhia aérea, normal."
2500,1246,457,2025-06-03,Economy+,2131.11,agencia,
2501,202,422,2025-09-16,Economy,1972.27,app,
