flight_id,flight_number,origin,destination,tail_number,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,distance_km,status,delay_minutes,delay_reason
655,BF1655,CGB,SDU,PR-BFY01,2025-08-04T20:27,2025-08-04T21:54,2025-08-04T20:27,2025-08-04T21:52,900,COMPLETED,0,none
656,BF1656,THE,REC,PR-BFY04,2026-04-13T20:57,2026-04-13T21:56,2026-04-13T20:57,2026-04-13T22:06,600,COMPLETED,0,none
657,BF1657,GYN,SLZ,PR-BFY10,2025-10-26T22:13,2025-10-27T00:16,2025-10-26T22:13,2025-10-27T00:19,1700,COMPLETED,0,none
658,BF1658,SLZ,SSA,PR-BFY10,2026-03-06T05:13,2026-03-06T05:52,2026-03-06T05:13,2026-03-06T05:53,600,COMPLETED,0,none
659,BF1659,SLZ,AJU,PR-BFY08,2025-10-16T21:21,2025-10-16T22:09,2025-10-17T00:58,2025-10-17T01:50,600,COMPLETED,217,atc
660,BF1660,JPA,IGU,PR-BFY01,2025-11-28T19:40,2025-11-28T23:11,2025-11-28T19:40,2025-11-28T23:08,2800,COMPLETED,0,none
661,BF1661,SSA,SDU,PR-BFY14,2026-01-22T09:07,2026-01-22T11:34,2026-01-22T09:07,2026-01-22T11:41,1800,COMPLETED,0,none
662,BF1662,SLZ,JPA,PR-BFY16,2025-12-04T13:52,2025-12-04T14:29,2025-12-04T14:22,2025-12-04T15:01,600,COMPLETED,30,weather
663,BF1663,PMW,POA,PR-BFY12,2025-07-04T03:22,2025-07-04T07:34,2025-07-04T06:15,2025-07-04T10:34,3500,COMPLETED,173,crew
664,BF1664,SDU,PMW,PR-BFY15,2025-06-30T22:42,2025-07-01T02:20,2025-06-30T23:40,2025-07-01T03:23,2800,COMPLETED,58,atc
665,BF1665,SDU,VCP,PR-BFY11,2026-01-18T01:31,2026-01-18T02:13,2026-01-18T01:31,2026-01-18T02:11,400,COMPLETED,0,none
666,BF1666,CGH,CNF,PR-BFY14,2026-05-30T12:20,2026-05-30T13:07,2026-05-30T12:20,2026-05-30T13:13,400,COMPLETED,0,none
667,BF1667,CGR,PMW,PR-BFY14,2025-12-09T16:02,2025-12-09T18:41,2025-12-09T16:02,2025-12-09T18:46,2000,COMPLETED,0,none
668,BF1668,RBR,CNF,PR-BFY18,2026-01-16T18:30,2026-01-16T22:13,2026-01-16T18:30,2026-01-16T22:12,2800,COMPLETED,0,none
669,BF1669,BVB,AJU,PR-BFY16,2026-04-17T09:22,2026-04-17T11:43,2026-04-17T09:50,2026-04-17T12:07,2000,COMPLETED,28,atc
670,BF1670,CGB,CNF,PR-BFY18,2026-05-07T03:44,2026-05-07T04:54,2026-05-07T06:05,2026-05-07T07:21,900,COMPLETED,141,mechanical
671,BF1671,SSA,IGU,PR-BFY12,2026-05-25T23:35,2026-05-26T02:58,2026-05-25T23:35,2026-05-26T02:56,2800,COMPLETED,0,none
672,BF1672,VCP,GYN,PR-BFY19,2025-12-24T21:17,2025-12-24T22:19,2025-12-24T21:17,2025-12-24T22:22,900,COMPLETED,0,none
673,BF1673,RBR,AJU,PR-BFY14,2025-11-02T15:53,2025-11-02T18:31,2025-11-02T15:53,2025-11-02T18:31,2000,COMPLETED,0,none
674,BF1674,PMW,VCP,PR-BFY01,2025-11-27T05:54,2025-11-27T09:38,2025-11-27T05:54,2025-11-27T09:43,2800,COMPLETED,0,none
675,BF1675,CGR,THE,PR-BFY11,2025-08-28T19:56,2025-08-28T22:05,2025-08-28T19:56,2025-08-28T22:03,1700,COMPLETED,0,none
676,BF1676,SDU,GRU,PR-BFY09,2025-07-30T00:40,2025-07-30T01:14,2025-07-30T00:40,2025-07-30T01:23,400,COMPLETED,0,none
677,BF1677,JPA,THE,PR-BFY11,2025-06-05T05:27,2025-06-05T06:12,2025-06-05T05:27,2025-06-05T06:21,600,COMPLETED,0,none
678,BF1678,SLZ,MAO,PR-BFY11,2025-09-03T04:02,2025-09-03T06:28,2025-09-03T04:02,2025-09-03T06:32,2000,COMPLETED,0,none
679,BF1679,BEL,CGH,PR-BFY09,2025-07-22T11:59,2025-07-22T15:36,2025-07-22T11:59,2025-07-22T15:43,2800,COMPLETED,0,none
680,BF1680,CNF,CGB,PR-BFY10,2026-03-18T11:35,2026-03-18T12:34,2026-03-18T12:43,2026-03-18T13:49,900,COMPLETED,68,weather
681,BF1681,MCZ,BEL,PR-BFY20,2025-09-21T05:41,2025-09-21T08:04,2025-09-21T09:21,2025-09-21T11:48,2000,COMPLETED,220,operational
682,BF1682,SDU,FLN,PR-BFY13,2025-08-09T23:40,2025-08-10T00:56,2025-08-09T23:40,2025-08-10T01:05,800,COMPLETED,0,none
683,BF1683,SSA,CGB,PR-BFY14,2026-04-05T01:41,2026-04-05T03:40,2026-04-05T01:41,2026-04-05T03:40,1700,COMPLETED,0,none
684,BF1684,MCZ,NVT,PR-BFY05,2025-08-07T16:22,2025-08-07T19:43,2025-08-07T16:22,2025-08-07T19:45,2800,COMPLETED,0,none
685,BF1685,PMW,SSA,PR-BFY10,2025-08-01T03:29,2025-08-01T05:58,2025-08-01T03:29,2025-08-01T06:08,2000,COMPLETED,0,none
686,BF1686,SDU,CNF,PR-BFY18,2026-01-05T18:01,2026-01-05T18:47,2026-01-05T20:05,2026-01-05T20:47,400,COMPLETED,124,crew
687,BF1687,VCP,CGH,PR-BFY12,2025-08-18T09:00,2025-08-18T09:36,2025-08-18T09:00,2025-08-18T09:39,400,COMPLETED,0,none
688,BF1688,CGB,JPA,PR-BFY06,2025-07-30T13:01,2025-07-30T15:22,2025-07-30T13:01,2025-07-30T15:31,1700,COMPLETED,0,none
689,BF1689,BEL,CNF,PR-BFY15,2026-03-14T03:25,2026-03-14T06:46,2026-03-14T03:25,2026-03-14T06:51,2800,COMPLETED,239,weather
690,BF1690,MAO,AJU,PR-BFY07,2026-04-24T15:24,2026-04-24T18:03,2026-04-24T15:24,2026-04-24T18:03,2000,COMPLETED,0,none
691,BF1691,CNF,VCP,PR-BFY01,2025-12-06T19:54,2025-12-06T20:41,2025-12-06T19:54,2025-12-06T20:36,400,COMPLETED,0,none
692,BF1692,FLN,GIG,PR-BFY20,2025-06-10T16:30,2025-06-10T17:25,2025-06-10T16:30,2025-06-10T17:32,800,COMPLETED,0,none
693,BF1693,SLZ,SSA,PR-BFY10,2026-01-07T11:48,2026-01-07T12:42,2026-01-07T11:48,2026-01-07T12:49,600,COMPLETED,0,none
694,BF1694,VCP,CNF,PR-BFY07,2025-09-07T09:17,2025-09-07T09:37,2025-09-07T13:00,2025-09-07T13:21,400,COMPLETED,223,atc
695,BF1695,SSA,AJU,PR-BFY15,2025-09-14T16:45,2025-09-14T17:40,,,600,CANCELLED,230,crew
696,BF1696,SDU,REC,PR-BFY16,2026-04-04T04:52,2026-04-04T06:57,2026-04-04T04:52,2026-04-04T07:06,1800,COMPLETED,54,mechanical
697,BF1697,SSA,GRU,PR-BFY02,2026-04-24T07:51,2026-04-24T10:14,2026-04-24T09:21,2026-04-24T11:51,1800,COMPLETED,90,crew
698,BF1698,CWB,GRU,PR-BFY16,2025-08-14T18:10,2025-08-14T19:20,2025-08-14T18:10,2025-08-14T19:28,800,COMPLETED,0,none
699,BF1699,SLZ,NAT,PR-BFY08,2025-12-29T17:39,2025-12-29T18:15,2025-12-29T17:39,2025-12-29T18:25,600,COMPLETED,0,none
700,BF1700,THE,CGH,PR-BFY14,2025-06-14T20:23,2025-06-14T22:41,2025-06-14T20:23,2025-06-14T22:44,1800,COMPLETED,0,none
701,BF1701,RBR,SSA,PR-BFY14,2025-08-25T03:41,2025-08-25T06:16,2025-08-25T03:41,2025-08-25T06:25,2000,COMPLETED,0,none
702,BF1702,GRU,BSB,PR-BFY19,2025-12-27T17:21,2025-12-27T18:41,2025-12-27T19:04,2025-12-27T20:26,900,COMPLETED,103,atc
703,BF1703,PMW,AJU,PR-BFY05,2026-02-02T23:07,2026-02-03T01:56,2026-02-02T23:07,2026-02-03T02:05,2000,COMPLETED,0,none
704,BF1704,RBR,CGR,PR-BFY16,2026-03-12T06:13,2026-03-12T09:03,2026-03-12T06:13,2026-03-12T09:09,2000,COMPLETED,0,none
705,BF1705,BEL,RBR,PR-BFY07,2025-09-26T23:36,2025-09-27T01:15,,,1200,CANCELLED,191,atc
706,BF1706,CNF,MCZ,PR-BFY10,2026-05-25T09:34,2026-05-25T11:42,2026-05-25T09:34,2026-05-25T11:52,1800,COMPLETED,0,none
707,BF1707,GYN,BSB,PR-BFY06,2025-07-05T06:14,2025-07-05T06:56,2025-07-05T06:14,2025-07-05T06:56,700,COMPLETED,0,none
708,BF1708,MCP,RBR,PR-BFY04,2025-06-24T06:42,2025-06-24T08:27,2025-06-24T08:47,2025-06-24T10:34,1200,COMPLETED,125,weather
709,BF1709,FOR,GYN,PR-BFY18,2026-05-21T03:50,2026-05-21T05:55,2026-05-21T03:50,2026-05-21T05:51,1700,COMPLETED,0,none
710,BF1710,CGB,PMW,PR-BFY02,2025-09-19T02:02,2025-09-19T04:49,2025-09-19T02:02,2025-09-19T04:47,2000,COMPLETED,0,none
711,BF1711,PMW,IGU,PR-BFY20,2026-04-29T21:01,2026-04-30T01:43,2026-04-29T21:01,2026-04-30T01:41,3500,COMPLETED,0,none
712,BF1712,JPA,MCP,PR-BFY04,2025-08-14T04:16,2025-08-14T07:02,2025-08-14T04:16,2025-08-14T07:02,2000,COMPLETED,0,none
713,BF1713,BVB,BSB,PR-BFY04,2026-02-19T08:05,2026-02-19T10:30,2026-02-19T08:05,2026-02-19T10:40,2000,COMPLETED,0,none
714,BF1714,SDU,AJU,PR-BFY15,2026-02-20T20:45,2026-02-20T23:00,2026-02-20T20:45,2026-02-20T23:01,1800,COMPLETED,0,none
715,BF1715,NVT,BEL,PR-BFY17,2025-06-05T19:07,2025-06-05T23:26,2025-06-05T19:07,2025-06-05T23:30,3500,COMPLETED,0,none
716,BF1716,CNF,VCP,PR-BFY05,2025-12-11T16:57,2025-12-11T17:28,2025-12-11T16:57,2025-12-11T17:30,400,COMPLETED,0,none
717,BF1717,MAO,BEL,PR-BFY17,2026-04-04T02:07,2026-04-04T03:52,2026-04-04T05:47,2026-04-04T07:40,1200,COMPLETED,220,atc
718,BF1718,BEL,AJU,PR-BFY03,2026-02-19T10:27,2026-02-19T13:17,2026-02-19T10:27,2026-02-19T13:14,2000,COMPLETED,52,weather
719,BF1719,CWB,POA,PR-BFY05,2026-03-20T11:21,2026-03-20T12:12,2026-03-20T11:51,2026-03-20T12:38,500,COMPLETED,30,atc
720,BF1720,RBR,NAT,PR-BFY14,2025-07-13T02:17,2025-07-13T04:57,2025-07-13T02:17,2025-07-13T05:01,2000,COMPLETED,0,none
721,BF1721,FLN,PMW,PR-BFY09,2026-01-08T14:25,2026-01-08T19:00,2026-01-08T14:25,2026-01-08T18:55,3500,COMPLETED,0,none
722,BF1722,RBR,REC,PR-BFY12,2025-09-15T22:35,2025-09-16T01:17,2025-09-15T22:35,2025-09-16T01:26,2000,COMPLETED,0,none
723,BF1723,RBR,BEL,PR-BFY13,2026-03-22T13:14,2026-03-22T14:58,2026-03-22T14:46,2026-03-22T16:35,1200,COMPLETED,92,atc
724,BF1724,SLZ,MAO,PR-BFY17,2025-08-31T18:06,2025-08-31T20:42,2025-08-31T18:06,2025-08-31T20:39,2000,COMPLETED,0,none
725,BF1725,FOR,CGR,PR-BFY08,2026-02-04T02:19,2026-02-04T04:40,2026-02-04T02:19,2026-02-04T04:43,1700,COMPLETED,0,none
726,BF1726,MCP,MAO,PR-BFY12,2026-01-08T07:46,2026-01-08T09:29,2026-01-08T07:46,2026-01-08T09:25,1200,COMPLETED,0,none
727,BF1727,CGB,AJU,PR-BFY01,2026-02-14T02:52,2026-02-14T04:52,2026-02-14T02:52,2026-02-14T05:01,1700,COMPLETED,181,weather
728,BF1728,IGU,CWB,PR-BFY12,2025-11-19T22:05,2025-11-19T22:57,2025-11-19T22:05,2025-11-19T22:59,500,COMPLETED,0,none
729,BF1729,CGR,CWB,PR-BFY11,2025-09-10T22:10,2025-09-10T23:59,2025-09-10T22:10,2025-09-10T23:57,1300,COMPLETED,0,none
730,BF1730,REC,JPA,PR-BFY14,2025-10-19T05:08,2025-10-19T06:09,2025-10-19T05:08,2025-10-19T06:08,600,COMPLETED,0,none
731,BF1731,MCP,NVT,PR-BFY03,2025-07-30T16:07,2025-07-30T20:21,2025-07-30T16:55,2025-07-30T21:18,3500,COMPLETED,48,weather
732,BF1732,POA,THE,PR-BFY19,2026-03-21T06:37,2026-03-21T10:15,2026-03-21T06:37,2026-03-21T10:18,2800,COMPLETED,0,none
733,BF1733,SSA,AJU,PR-BFY06,2026-04-05T07:50,2026-04-05T08:39,2026-04-05T07:50,2026-04-05T08:47,600,COMPLETED,0,none
734,BF1734,SDU,FOR,PR-BFY07,2025-09-01T13:39,2025-09-01T15:59,2025-09-01T13:39,2025-09-01T15:57,1800,COMPLETED,0,none
735,BF1735,IGU,REC,PR-BFY20,2025-06-24T17:51,2025-06-24T21:34,2025-06-24T20:29,2025-06-25T00:10,2800,COMPLETED,158,atc
736,BF1736,BVB,NVT,PR-BFY04,2025-08-20T08:15,2025-08-20T12:30,2025-08-20T08:15,2025-08-20T12:29,3500,COMPLETED,0,none
737,BF1737,POA,CGR,PR-BFY19,2026-02-28T16:09,2026-02-28T17:45,2026-02-28T16:09,2026-02-28T17:44,1300,COMPLETED,22,operational
738,BF1738,NVT,CGH,PR-BFY01,2026-01-09T05:07,2026-01-09T06:25,2026-01-09T05:07,2026-01-09T06:35,800,COMPLETED,61,operational
739,BF1739,GIG,NAT,PR-BFY19,2026-02-09T21:04,2026-02-09T23:11,2026-02-09T21:04,2026-02-09T23:15,1800,COMPLETED,0,none
740,BF1740,IGU,PMW,PR-BFY05,2026-02-01T23:53,2026-02-02T04:30,2026-02-01T23:53,2026-02-02T04:29,3500,COMPLETED,0,none
741,BF1741,REC,AJU,PR-BFY03,2026-05-02T15:26,2026-05-02T16:25,2026-05-02T15:26,2026-05-02T16:30,600,COMPLETED,0,none
742,BF1742,BEL,JPA,PR-BFY15,2026-03-26T06:46,2026-03-26T09:18,2026-03-26T08:42,2026-03-26T11:10,2000,COMPLETED,116,crew
743,BF1743,SLZ,CGB,PR-BFY18,2025-08-04T11:10,2025-08-04T13:34,2025-08-04T11:31,2025-08-04T13:59,1700,COMPLETED,21,atc
744,BF1744,MCZ,GIG,PR-BFY19,2025-08-02T00:08,2025-08-02T02:19,2025-08-02T00:08,2025-08-02T02:15,1800,COMPLETED,0,none
745,BF1745,REC,BSB,PR-BFY01,2026-05-13T11:49,2026-05-13T14:02,2026-05-13T11:49,2026-05-13T14:02,1700,COMPLETED,0,none
746,BF1746,CGB,MCP,PR-BFY03,2025-10-28T20:42,2025-10-28T23:09,2025-10-28T20:42,2025-10-28T23:18,2000,COMPLETED,0,none
747,BF1747,BEL,FOR,PR-BFY11,2026-01-20T07:56,2026-01-20T10:28,2026-01-20T07:56,2026-01-20T10:23,2000,COMPLETED,0,none
748,BF1748,NVT,CNF,PR-BFY03,2026-03-30T03:32,2026-03-30T04:22,2026-03-30T03:32,2026-03-30T04:25,800,COMPLETED,0,none
749,BF1749,GIG,SDU,PR-BFY10,2025-10-01T10:44,2025-10-01T11:13,2025-10-01T10:44,2025-10-01T11:12,400,COMPLETED,80,mechanical
750,BF1750,NVT,THE,PR-BFY02,2025-10-02T04:49,2025-10-02T08:10,2025-10-02T04:49,2025-10-02T08:05,2800,COMPLETED,0,none
751,BF1751,CGR,NVT,PR-BFY02,2025-08-11T21:40,2025-08-11T23:17,2025-08-11T23:17,2025-08-12T00:52,1300,COMPLETED,97,mechanical
752,BF1752,BSB,CGB,PR-BFY09,2025-11-20T04:58,2025-11-20T05:55,2025-11-20T04:58,2025-11-20T05:53,700,COMPLETED,0,none
753,BF1753,CGH,POA,PR-BFY08,2026-05-05T11:22,2026-05-05T12:29,2026-05-05T11:22,2026-05-05T12:37,800,COMPLETED,0,none
754,BF1754,PMW,RBR,PR-BFY08,2025-06-14T13:27,2025-06-14T14:55,2025-06-14T13:27,2025-06-14T14:53,1200,COMPLETED,0,none
755,BF1755,MAO,FOR,PR-BFY05,2025-08-31T10:31,2025-08-31T13:00,2025-08-31T10:31,2025-08-31T13:01,2000,COMPLETED,0,none
756,BF1756,POA,NAT,PR-BFY02,2025-10-01T11:18,2025-10-01T15:03,2025-10-01T11:18,2025-10-01T15:12,2800,COMPLETED,123,crew
757,BF1757,GRU,BVB,PR-BFY01,2026-05-05T08:22,2026-05-05T12:12,2026-05-05T08:22,2026-05-05T12:12,2800,COMPLETED,0,none
758,BF1758,CGH,REC,PR-BFY07,2025-12-17T00:18,2025-12-17T02:42,2025-12-17T03:27,2025-12-17T05:57,1800,COMPLETED,189,crew
759,BF1759,NAT,BVB,PR-BFY03,2025-12-22T20:16,2025-12-22T22:37,2025-12-22T22:47,2025-12-23T01:12,2000,COMPLETED,151,atc
760,BF1760,FLN,SLZ,PR-BFY07,2025-08-29T13:10,2025-08-29T16:56,2025-08-29T13:10,2025-08-29T17:04,2800,COMPLETED,157,mechanical
761,BF1761,JPA,REC,PR-BFY15,2026-01-18T18:45,2026-01-18T19:48,2026-01-18T18:45,2026-01-18T19:51,600,COMPLETED,0,none
762,BF1762,CGB,GYN,PR-BFY01,2026-01-21T05:02,2026-01-21T05:54,2026-01-21T07:50,2026-01-21T08:41,700,COMPLETED,168,atc
763,BF1763,JPA,SSA,PR-BFY13,2025-06-04T02:47,2025-06-04T03:50,2025-06-04T03:46,2025-06-04T04:59,600,COMPLETED,59,weather
764,BF1764,FOR,VCP,PR-BFY12,2025-07-27T10:48,2025-07-27T13:10,2025-07-27T10:48,2025-07-27T13:19,1800,COMPLETED,228,weather
765,BF1765,MCP,FLN,PR-BFY12,2026-02-16T15:54,2026-02-16T20:18,,,3500,CANCELLED,211,atc
766,BF1766,PMW,BSB,PR-BFY07,2026-04-20T17:33,2026-04-20T19:53,2026-04-20T17:33,2026-04-20T19:59,2000,COMPLETED,20,atc
767,BF1767,VCP,BVB,PR-BFY12,2026-01-07T18:25,2026-01-07T22:10,2026-01-07T18:25,2026-01-07T22:20,2800,COMPLETED,0,none
768,BF1768,CGH,CGR,PR-BFY07,2026-05-25T20:57,2026-05-25T22:22,2026-05-25T20:57,2026-05-25T22:17,900,COMPLETED,0,none
769,BF1769,MCP,MCZ,PR-BFY06,2026-03-16T10:06,2026-03-16T12:29,2026-03-16T10:06,2026-03-16T12:39,2000,COMPLETED,0,none
770,BF1770,FOR,BSB,PR-BFY09,2025-10-06T19:35,2025-10-06T21:34,2025-10-06T19:35,2025-10-06T21:33,1700,COMPLETED,0,none
771,BF1771,PMW,NAT,PR-BFY01,2025-11-13T23:58,2025-11-14T02:46,2025-11-13T23:58,2025-11-14T02:47,2000,COMPLETED,0,none
772,BF1772,THE,AJU,PR-BFY02,2025-12-02T04:06,2025-12-02T05:02,2025-12-02T04:06,2025-12-02T05:10,600,COMPLETED,0,none
773,BF1773,BVB,CWB,PR-BFY16,2026-04-11T23:19,2026-04-12T03:58,2026-04-11T23:19,2026-04-12T04:07,3500,COMPLETED,0,none
774,BF1774,POA,FOR,PR-BFY18,2025-07-02T15:36,2025-07-02T19:24,2025-07-02T15:36,2025-07-02T19:32,2800,COMPLETED,0,none
775,BF1775,IGU,CWB,PR-BFY08,2025-06-04T18:09,2025-06-04T18:48,2025-06-04T18:09,2025-06-04T18:43,500,COMPLETED,35,atc
776,BF1776,THE,NVT,PR-BFY04,2025-07-25T04:56,2025-07-25T08:45,2025-07-25T05:53,2025-07-25T09:39,2800,COMPLETED,57,crew
777,BF1777,GRU,REC,PR-BFY08,2026-04-11T12:51,2026-04-11T15:21,2026-04-11T16:30,2026-04-11T19:05,1800,COMPLETED,219,weather
778,BF1778,GIG,REC,PR-BFY17,2025-11-21T13:37,2025-11-21T16:12,2025-11-21T13:37,2025-11-21T16:17,1800,COMPLETED,0,none
779,BF1779,BEL,GYN,PR-BFY15,2025-07-24T02:12,2025-07-24T04:56,2025-07-24T02:12,2025-07-24T04:54,2000,COMPLETED,0,none
780,BF1780,NAT,GIG,PR-BFY05,2025-08-02T06:49,2025-08-02T08:55,2025-08-02T06:49,2025-08-02T08:52,1800,COMPLETED,0,none
781,BF1781,CGH,MCP,PR-BFY02,2026-04-18T19:05,2026-04-18T22:26,2026-04-18T22:00,2026-04-19T01:19,2800,COMPLETED,175,operational
782,BF1782,FOR,CGH,PR-BFY08,2026-01-01T18:02,2026-01-01T20:34,2026-01-01T18:02,2026-01-01T20:42,1800,COMPLETED,0,none
783,BF1783,BVB,JPA,PR-BFY11,2025-06-08T17:21,2025-06-08T19:55,2025-06-08T17:21,2025-06-08T19:53,2000,COMPLETED,0,none
784,BF1784,MCZ,THE,PR-BFY04,2025-06-19T21:53,2025-06-19T22:42,2025-06-19T21:53,2025-06-19T22:40,600,COMPLETED,0,none
785,BF1785,GRU,MCZ,PR-BFY17,2025-07-20T04:25,2025-07-20T06:48,2025-07-20T04:25,2025-07-20T06:47,1800,COMPLETED,0,none
786,BF1786,CGB,FLN,PR-BFY05,2026-04-03T13:37,2026-04-03T15:19,2026-04-03T13:37,2026-04-03T15:21,1300,COMPLETED,0,none
787,BF1787,BEL,CGH,PR-BFY10,2025-07-15T01:09,2025-07-15T04:33,2025-07-15T03:15,2025-07-15T06:45,2800,COMPLETED,126,operational
788,BF1788,NAT,PMW,PR-BFY12,2025-09-15T00:58,2025-09-15T03:22,2025-09-15T00:58,2025-09-15T03:26,2000,COMPLETED,0,none
789,BF1789,GRU,FOR,PR-BFY07,2025-09-14T07:04,2025-09-14T09:10,2025-09-14T07:04,2025-09-14T09:06,1800,COMPLETED,224,crew
790,BF1790,BSB,AJU,PR-BFY20,2025-10-25T13:17,2025-10-25T15:39,2025-10-25T14:20,2025-10-25T16:51,1700,COMPLETED,63,weather
791,BF1791,THE,CWB,PR-BFY02,2026-01-31T10:05,2026-01-31T13:44,2026-01-31T11:44,2026-01-31T15:32,2800,COMPLETED,99,operational
792,BF1792,SSA,GYN,PR-BFY08,2025-06-03T16:36,2025-06-03T18:53,2025-06-03T17:49,2025-06-03T20:07,1700,COMPLETED,73,atc
793,BF1793,SSA,MAO,PR-BFY01,2026-01-28T09:38,2026-01-28T12:23,2026-01-28T09:38,2026-01-28T12:23,2000,COMPLETED,0,none
794,BF1794,POA,GRU,PR-BFY07,2025-07-24T16:32,2025-07-24T17:33,2025-07-24T17:16,2025-07-24T18:26,800,COMPLETED,44,weather
795,BF1795,MCZ,NAT,PR-BFY06,2026-02-18T01:52,2026-02-18T02:28,2026-02-18T01:52,2026-02-18T02:32,600,COMPLETED,0,none
796,BF1796,GYN,PMW,PR-BFY06,2025-12-08T18:45,2025-12-08T21:28,2025-12-08T22:36,2025-12-09T01:19,2000,COMPLETED,231,atc
797,BF1797,MCP,CGB,PR-BFY11,2025-08-13T16:25,2025-08-13T18:45,2025-08-13T16:25,2025-08-13T18:43,2000,COMPLETED,0,none
798,BF1798,PMW,BSB,PR-BFY20,2026-01-09T03:31,2026-01-09T06:05,2026-01-09T07:13,2026-01-09T09:47,2000,COMPLETED,222,crew
799,BF1799,RBR,NVT,PR-BFY18,2025-07-18T14:33,2025-07-18T18:48,2025-07-18T14:33,2025-07-18T18:49,3500,COMPLETED,48,mechanical
800,BF1800,FLN,SLZ,PR-BFY02,2026-02-28T12:35,2026-02-28T16:05,2026-02-28T12:35,2026-02-28T16:07,2800,COMPLETED,0,none
801,BF1801,MAO,JPA,PR-BFY08,2025-10-16T16:47,2025-10-16T19:34,2025-10-16T16:47,2025-10-16T19:39,2000,COMPLETED,0,none
802,BF1802,CGH,AJU,PR-BFY07,2025-12-21T22:38,2025-12-22T01:10,2025-12-21T22:38,2025-12-22T01:20,1800,COMPLETED,145,mechanical
803,BF1803,SLZ,VCP,PR-BFY17,2026-05-09T17:30,2026-05-09T20:00,2026-05-09T17:30,2026-05-09T20:07,1800,COMPLETED,0,none
804,BF1804,POA,REC,PR-BFY16,2026-05-05T01:39,2026-05-05T05:04,2026-05-05T03:29,2026-05-05T07:04,2800,COMPLETED,110,operational
805,BF1805,SSA,CGB,PR-BFY07,2026-03-19T23:02,2026-03-20T01:19,2026-03-19T23:02,2026-03-20T01:15,1700,COMPLETED,0,none
806,BF1806,GYN,PMW,PR-BFY14,2025-10-26T19:41,2025-10-26T22:15,2025-10-26T19:41,2025-10-26T22:19,2000,COMPLETED,0,none
807,BF1807,RBR,FLN,PR-BFY05,2025-09-23T11:25,2025-09-23T16:06,2025-09-23T11:25,2025-09-23T16:03,3500,COMPLETED,0,none
808,BF1808,MAO,VCP,PR-BFY15,2026-01-01T20:20,2026-01-01T23:54,2026-01-01T20:20,2026-01-01T23:50,2800,COMPLETED,0,none
809,BF1809,REC,MCZ,PR-BFY16,2026-01-31T22:33,2026-01-31T23:21,2026-01-31T22:33,2026-01-31T23:27,600,COMPLETED,0,none
810,BF1810,CWB,CGB,PR-BFY12,2026-03-06T10:24,2026-03-06T11:51,2026-03-06T11:38,2026-03-06T13:02,1300,COMPLETED,74,atc
811,BF1811,RBR,VCP,PR-BFY09,2026-01-01T11:04,2026-01-01T14:50,2026-01-01T11:04,2026-01-01T14:47,2800,COMPLETED,0,none
812,BF1812,PMW,GYN,PR-BFY07,2025-08-11T15:49,2025-08-11T18:12,2025-08-11T16:13,2025-08-11T18:41,2000,COMPLETED,24,weather
813,BF1813,AJU,CWB,PR-BFY07,2025-11-30T01:28,2025-11-30T04:57,2025-11-30T01:28,2025-11-30T05:00,2800,COMPLETED,0,none
814,BF1814,THE,JPA,PR-BFY01,2025-09-09T09:22,2025-09-09T10:24,2025-09-09T09:22,2025-09-09T10:27,600,COMPLETED,0,none
815,BF1815,MAO,CGR,PR-BFY19,2025-12-23T05:36,2025-12-23T08:22,2025-12-23T05:36,2025-12-23T08:29,2000,COMPLETED,0,none
816,BF1816,MAO,MCZ,PR-BFY13,2025-06-09T15:48,2025-06-09T18:23,2025-06-09T15:48,2025-06-09T18:22,2000,COMPLETED,0,none
817,BF1817,GYN,CGB,PR-BFY15,2025-10-31T19:49,2025-10-31T20:46,2025-10-31T19:49,2025-10-31T20:55,700,COMPLETED,165,crew
818,BF1818,CWB,MCP,PR-BFY07,2025-08-02T12:47,2025-08-02T17:09,2025-08-02T12:47,2025-08-02T17:17,3500,COMPLETED,0,none
819,BF1819,IGU,SSA,PR-BFY12,2025-06-22T22:06,2025-06-23T01:37,2025-06-23T02:04,2025-06-23T05:30,2800,COMPLETED,238,mechanical
820,BF1820,CWB,GYN,PR-BFY11,2026-04-02T05:07,2026-04-02T06:47,2026-04-02T05:07,2026-04-02T06:51,1300,COMPLETED,0,none
821,BF1821,NAT,GRU,PR-BFY13,2025-06-24T10:53,2025-06-24T13:27,2025-06-24T12:32,2025-06-24T15:13,1800,COMPLETED,99,mechanical
822,BF1822,BSB,NVT,PR-BFY19,2025-07-17T09:23,2025-07-17T11:07,2025-07-17T09:23,2025-07-17T11:12,1300,COMPLETED,0,none
823,BF1823,IGU,AJU,PR-BFY20,2026-01-08T20:03,2026-01-08T23:25,2026-01-08T23:10,2026-01-09T02:28,2800,COMPLETED,187,atc
824,BF1824,SSA,GRU,PR-BFY10,2025-10-14T22:40,2025-10-15T00:51,2025-10-15T00:33,2025-10-15T02:46,1800,COMPLETED,113,weather
825,BF1825,AJU,REC,PR-BFY14,2025-07-21T22:58,2025-07-21T23:47,2025-07-22T01:25,2025-07-22T02:19,600,COMPLETED,147,weather
826,BF1826,FLN,CNF,PR-BFY13,2025-08-20T15:23,2025-08-20T16:17,2025-08-20T15:23,2025-08-20T16:14,800,COMPLETED,0,none
